_step,step,loss,eval_loss,step_time_sec,moe_dropped_fraction,moe_router_entropy,moe_expert_fraction_min,moe_expert_fraction_max,grad_norm
2100,2100,2.879310131072998,2.891541600227356,0.25331442686729133,0,1.0558116436004639,0.22460174560546875,0.2791881561279297,0.04856181889772415
2150,2150,2.885427236557007,2.9209882020950317,0.2597950929775834,0,1.0606861114501953,0.22263050079345703,0.28258800506591797,0.047061849385499954
2200,2200,2.922562837600708,2.9137680530548096,0.25467041321098804,0,1.0568594932556152,0.21074295043945312,0.2896690368652344,0.04382709413766861
2250,2250,2.880642890930176,2.894653856754303,0.2542356960475445,0.0001850128173828125,1.0458428859710693,0.19677352905273438,0.2914104461669922,0.046520594507455826
2300,2300,2.883077383041382,2.913046717643738,0.2569309149403125,0,1.0501339435577393,0.22474384307861328,0.2821197509765625,0.04459980130195618
2350,2350,2.8747222423553467,2.9037806391716003,0.27005548402667046,0,1.0543251037597656,0.22227096557617188,0.27988147735595703,0.03895137831568718
2400,2400,2.889244556427002,2.8879570364952087,0.25515488302335143,0,1.0225813388824463,0.22014808654785156,0.28748607635498047,0.039459098130464554
2450,2450,2.887410879135132,2.8721641898155212,0.2530323979444802,0.00026416778564453125,1.0299668312072754,0.2161865234375,0.28824806213378906,0.06828726828098297
2500,2500,2.8953776359558105,2.8545437455177307,0.25571016501635313,0,1.0341776609420776,0.22103023529052734,0.28113460540771484,0.04981004446744919
2550,2550,2.8571925163269043,2.8818695545196533,0.2625055650714785,0,1.0399284362792969,0.2260570526123047,0.27857112884521484,0.040711067616939545
2600,2600,2.8417961597442627,2.895547091960907,0.2615397837944329,0,1.0392956733703613,0.22411537170410156,0.27982521057128906,0.04740313068032265
2650,2650,2.869863510131836,2.8889386653900146,0.2509917509742081,0.00040340423583984375,1.0307942628860474,0.21529579162597656,0.2875337600708008,0.03373188152909279
2700,2700,2.839266777038574,2.8847694396972656,0.25185511307790875,0,1.0376472473144531,0.21699905395507812,0.2823019027709961,0.04668949916958809
2750,2750,2.8357272148132324,2.8828449845314026,0.2697637800592929,0,1.0368802547454834,0.22354793548583984,0.28172969818115234,0.06274662911891937
2800,2800,2.8392484188079834,2.8264623284339905,0.256099299993366,0,1.0400217771530151,0.220428466796875,0.2836465835571289,0.045226458460092545
2850,2850,2.83833646774292,2.8580737113952637,0.2558016190305352,0,1.0419846773147583,0.22340965270996094,0.28498077392578125,0.05772388353943825
2900,2900,2.832284450531006,2.84215247631073,0.253091482212767,0.0014066696166992188,1.0438730716705322,0.2190847396850586,0.2889242172241211,0.047466207295656204
2950,2950,2.816216230392456,2.8298258781433105,0.25263699889183044,0,1.0474694967269897,0.22428512573242188,0.28270530700683594,0.04506179317831993
3000,3000,2.868684768676758,2.8602912425994873,0.26079910108819604,0.0077648162841796875,1.022510051727295,0.2005481719970703,0.3074960708618164,0.07650956511497498
3000,3000,2.868684768676758,2.8602912425994873,0.26079910108819604,0.0077648162841796875,1.022510051727295,0.2005481719970703,0.3074960708618164,0.07650956511497498
3050,3050,2.8742003440856934,2.8540512323379517,0.25365387299098074,0.0012369155883789062,1.0143401622772217,0.21828365325927734,0.28648948669433594,0.05500870570540428
3100,3100,2.8383545875549316,2.8541011810302734,0.2544382601045072,0.000812530517578125,1.0262864828109741,0.22107219696044922,0.2824878692626953,0.03974178805947304
3150,3150,2.8233020305633545,2.852301001548767,0.26927885692566633,0,1.0263155698776245,0.2256336212158203,0.2780342102050781,0.04914398863911629
3200,3200,2.821861743927002,2.8122074007987976,0.2558438228443265,0.0015659332275390625,1.0329480171203613,0.21778392791748047,0.2860860824584961,0.040732864290475845
3250,3250,2.8564958572387695,2.8458147644996643,0.25565255293622613,0.00022602081298828125,1.037394642829895,0.22229290008544922,0.28333473205566406,0.05424138903617859
3300,3300,2.823996067047119,2.813745677471161,0.2580412549432367,0,1.040860652923584,0.22217273712158203,0.28620433807373047,0.0471486821770668
3350,3350,2.7785229682922363,2.829635500907898,0.26049125799909234,0,1.0382418632507324,0.2141103744506836,0.28608131408691406,0.045766640454530716
3400,3400,2.8227362632751465,2.822342336177826,0.2759897350333631,0.000461578369140625,1.0371341705322266,0.20519447326660156,0.2933464050292969,0.07662849873304367
3450,3450,2.79496693611145,2.8472516536712646,0.260322191985324,0.0040225982666015625,1.027855396270752,0.1868734359741211,0.2957267761230469,0.061210330575704575
3500,3500,2.8117411136627197,2.835340440273285,0.2600787370465696,0,1.028659462928772,0.22635173797607422,0.2785310745239258,0.04385046660900116
3550,3550,2.813664197921753,2.7952908277511597,0.25541829713620245,0,1.0354899168014526,0.22191143035888672,0.27706432342529297,0.04026458412408829
3600,3600,2.8085436820983887,2.8212507367134094,0.2560144739691168,0,1.0341863632202148,0.22249698638916016,0.2779550552368164,0.06275703758001328
3650,3650,2.797029972076416,2.81493604183197,0.25117178191430867,0.000896453857421875,1.0298824310302734,0.2253856658935547,0.2851133346557617,0.04582744464278221
3700,3700,2.7938995361328125,2.82876056432724,0.26095711602829397,0,1.0315101146697998,0.2265634536743164,0.2800130844116211,0.03949267417192459
3750,3750,2.7862625122070312,2.8116629123687744,0.2546379859559238,0.00027370452880859375,1.0307178497314453,0.21082305908203125,0.2998046875,0.043364040553569794
3800,3800,2.7820959091186523,2.816726505756378,0.25281159207224846,0.00042057037353515625,1.0245640277862549,0.22297000885009766,0.28403186798095703,0.04986630007624626
3850,3850,2.7822680473327637,2.8055721521377563,0.25575052690692246,0.00025463104248046875,1.0242741107940674,0.22420120239257812,0.2841806411743164,0.06023741886019707
3900,3900,2.7646117210388184,2.8014004826545715,0.25671450700610876,0,1.0324132442474365,0.2232341766357422,0.28474998474121094,0.060541216284036636
3950,3950,2.752384662628174,2.8374951481819153,0.2536483220756054,0.000255584716796875,1.0316598415374756,0.22051334381103516,0.2868633270263672,0.043472640216350555
4000,4000,2.782837390899658,2.8208996057510376,0.27128446591086686,0,1.0401504039764404,0.2216653823852539,0.2889556884765625,0.047988295555114746
4000,4000,2.782837390899658,2.8208996057510376,0.27128446591086686,0,1.0401504039764404,0.2216653823852539,0.2889556884765625,0.047988295555114746
4050,4050,2.778306007385254,2.7893036603927612,0.2737906950060278,0.000232696533203125,1.0370457172393799,0.22510242462158203,0.2855081558227539,0.04582815244793892
4100,4100,2.774207353591919,2.79580819606781,0.25993805401958525,0,1.04081130027771,0.2211322784423828,0.28899574279785156,0.05253388360142708
4150,4150,2.773467540740967,2.782103717327118,0.2567862570285797,0.0004329681396484375,1.043219804763794,0.22142887115478516,0.2843160629272461,0.05409665033221245
4200,4200,2.804422616958618,2.811913251876831,0.25339830201119184,0.012455940246582031,1.018540620803833,0.17623138427734375,0.31899547576904297,0.060751836746931076
4250,4250,2.795945882797241,2.816563129425049,0.2628662830684334,0,1.0123636722564697,0.22116565704345703,0.2804727554321289,0.05177200213074684
4300,4300,2.81587290763855,2.794416606426239,0.25205800822004676,0,1.0201250314712524,0.22664165496826172,0.2795906066894531,0.0516401007771492
4350,4350,2.8242578506469727,2.819231152534485,0.2615616738330573,0.013564109802246094,1.0243655443191528,0.19992637634277344,0.31649303436279297,0.08853283524513245
4400,4400,2.776805877685547,2.788359820842743,0.25717684091068804,0.000591278076171875,0.9990935325622559,0.22731971740722656,0.28432655334472656,0.05927616357803345
4450,4450,2.7817325592041016,2.752304255962372,0.2505882598925382,0,1.0088269710540771,0.22617626190185547,0.28304576873779297,0.046597398817539215
4500,4500,2.7916419506073,2.7761236429214478,0.25302617298439145,0,1.01575767993927,0.22420310974121094,0.28156471252441406,0.048498205840587616
4550,4550,2.767169952392578,2.7910351157188416,0.27912177983671427,0.00023174285888671875,1.0219385623931885,0.2242145538330078,0.2826671600341797,0.05195262283086777
4600,4600,2.78326678276062,2.784959614276886,0.27415317203849554,0.000335693359375,1.0217838287353516,0.2224597930908203,0.28232383728027344,0.047725893557071686
4650,4650,2.773763418197632,2.8110004663467407,0.26237119594588876,0.006117820739746094,0.9974966049194336,0.20027923583984375,0.3053112030029297,0.05708455294370651
4700,4700,2.795985698699951,2.853012442588806,0.24233764200471342,0.021852493286132812,0.9590587615966797,0.1920185089111328,0.33331298828125,0.06647446751594543
4750,4750,2.802741289138794,2.817486524581909,0.25704705179668963,3.4332275390625e-05,0.9334495067596436,0.2109966278076172,0.2995901107788086,0.054406553506851196
4800,4800,2.7646098136901855,2.7715535759925842,0.26018811389803886,0.0008230209350585938,0.9396145343780518,0.22050094604492188,0.2898683547973633,0.06951288133859634
4850,4850,2.7387242317199707,2.7762547731399536,0.2562599959783256,9.34600830078125e-05,0.9515277147293091,0.22387409210205078,0.2865266799926758,0.07072796672582626
4900,4900,2.7511587142944336,2.779284119606018,0.25743228709325194,0.000858306884765625,0.9611730575561523,0.2245645523071289,0.285247802734375,0.04073404520750046
4950,4950,2.761898994445801,2.785541355609894,0.2544897759798914,0,0.9686789512634277,0.2245655059814453,0.2852640151977539,0.06165095418691635
5000,5000,2.737973690032959,2.8021833896636963,0.2566789200063795,0,0.9708287715911865,0.22008419036865234,0.2847433090209961,0.04621461033821106
5000,5000,2.737973690032959,2.8021833896636963,0.2566789200063795,0,0.9708287715911865,0.22008419036865234,0.2847433090209961,0.04621461033821106
5050,5050,2.7513980865478516,2.7791925072669983,0.25385312689468265,0,0.9784599542617798,0.2246408462524414,0.28378772735595703,0.04622336104512215
